id,created_at,source,polarity,subjectivity,original_text,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,location
2235,Fri Jun 18 21:25:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,"More than 350 medical workers have caught #COVID19 in Indonesia despite being vaccinated with Sinovac and dozens have been hospitalised, as concerns grow about the efficacy of some vaccines against more infectious variants https://t.co/IjM2F5EM4f",en,22.0,19.0,Skatiq3,77,430,,"[{'text': 'COVID19', 'indices': [42, 50]}]",[],"Rustenburg, South Africa"
2236,Fri Jun 18 21:25:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.10000000000000002,0.10000000000000002,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc",en,441.0,220.0,LJFinlayson,1384,247,,[],[],
2237,Fri Jun 18 21:25:41 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5083333333333333,0.7833333333333333,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,441.0,221.0,ClariceMean,146,902,,[],[],uk
2238,Fri Jun 18 21:25:48 +0000 2021,"<a href=""https://onloft.com/tweetlogix"" rel=""nofollow"">Tweetlogix</a>",0.3375,0.725,,en,280.0,182.0,TOASTINATIR,619,806,,,,Intersectional Feminism
2239,Fri Jun 18 21:25:49 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.25,0.25,"You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",en,163.0,105.0,ManaRezai,12,240,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],
2240,Fri Jun 18 21:25:52 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.3375,0.725,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,441.0,222.0,MargyMayell,3601,679,,[],[],
2241,Fri Jun 18 21:26:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,"Story not available on @SkyNews @BBCNews @guardian 
A first delivery of 100,000 Pfizer vaccines was transferred today by Israel to the Palestinian Authority.
Israel will transfer 1-1.4 million doses of Pfizer covid19 vaccines to thePA after a deal was reached. https://t.co/aBxFDPn9t1",en,6.0,4.0,6V5kji6iAfZITdh,4,81,,[],"[{'screen_name': 'SkyNews', 'name': 'Sky News', 'id': 7587032, 'id_str': '7587032', 'indices': [23, 31]}, {'screen_name': 'BBCNews', 'name': 'BBC News (UK)', 'id': 612473, 'id_str': '612473', 'indices': [32, 40]}, {'screen_name': 'guardian', 'name': 'The Guardian', 'id': 87818409, 'id_str': '87818409', 'indices': [41, 50]}]",
2242,Fri Jun 18 21:26:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.027272727272727268,0.4909090909090909,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,442.0,223.0,NicDemocrat,679,1503,,[],[],United Kingdom
2243,Fri Jun 18 21:26:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,,en,90.0,19.0,NomserMnisi,851,2124,,,,Where I'm meant to be...
2244,Fri Jun 18 21:26:17 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.16666666666666666,0.18888888888888888,"""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",en,77.0,65.0,doctor_oxford,200643,2281,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]","[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [137, 149]}]",The NHS (VMO)
2245,Fri Jun 18 21:26:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5083333333333333,0.7833333333333333,,en,284.0,183.0,Ibrahimsmummy,2257,368,,,,Where the sun never shines.
2246,Fri Jun 18 21:26:20 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",-0.15000000000000002,0.6,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,443.0,224.0,stevelwpalmer,338,418,,[],[],Sunny Sutton on Sea
2247,Fri Jun 18 21:26:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.022222222222222227,0.6555555555555556,,en,289.0,184.0,mabluil,278,1134,,,,
2248,Fri Jun 18 21:26:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.25,0.3,This point seems to be the one that the mandate skeptics and vaxx skeptics have the hardest time grasping. COVID proves that libertarianism is a bs political philosophy. It's about selfishness and nothing else.,en,1.0,1.0,flushthechumps,406,589,,[],[],"thicktown, thickania"
2249,Fri Jun 18 21:26:42 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.4375,0.75,,en,290.0,185.0,bighitlovesme,104,423,,,,she/her 
2250,Fri Jun 18 21:26:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.07777777777777779,0.32222222222222224,"Gwalior Smart City appeals to citizens to get vaccinated if eligible. Vaccines are safe and a must in our fight against COVID19.
#GetVaccinated 
#gwaliorsmartcity https://t.co/oifN8kDwUH",en,99.0,14.0,YashMalviy3,103,125,,"[{'text': 'GetVaccinated', 'indices': [129, 143]}, {'text': 'gwaliorsmartcity', 'indices': [145, 162]}]",[],
2251,Fri Jun 18 21:26:44 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.14017857142857146,0.5526785714285715,"11) But is it just a SinoVac issue though? Unclear, in a Calgary 🇨🇦 hospital, or the 6 #DeltaVariant infected healthcare workers, 5 were fully vaccinated with 2 doses of mRNA vaccines too. That sparked infection across different units of the hospital. Delta is a problem.",en,127.0,66.0,xs4me2,790,4998,,"[{'text': 'DeltaVariant', 'indices': [87, 100]}]",[],
2252,Fri Jun 18 21:26:49 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,,en,291.0,186.0,lec_vxttel,931,726,,,,United Kingdom  
2253,Fri Jun 18 21:26:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.09999999999999998,1.0,,en,,,twilight2000,1664,744,,,,Left Coast of the US
2254,Fri Jun 18 21:26:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,,en,291.0,187.0,RoyalStoria,151,405,,,,
2255,Fri Jun 18 21:26:52 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,"You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",en,163.0,106.0,_DCHealth,16219,4911,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],District of Columbia
2256,Fri Jun 18 21:26:53 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3375,0.725,,en,23.0,15.0,agradecidocuba,828,848,,,,
2257,Fri Jun 18 21:26:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.005555555555555536,0.3111111111111111,,en,,,RobertMihaly1,7592,7576,,,,"Ohio, USA"
2258,Fri Jun 18 21:27:01 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,"Our efforts lead by Minister @AnitaOakville to procure safe &amp; effective #COVID19 vaccines continue to pay off - 🇨🇦 now set to receive +9.5 M doses of @moderna_tx this week. Combined with our scheduled @pfizer shipments, we’re now slated to receive +20 M doses in June alone! https://t.co/sNTuwPX8eM",en,107.0,17.0,johangreg,3708,1523,,"[{'text': 'COVID19', 'indices': [76, 84]}]","[{'screen_name': 'AnitaOakville', 'name': 'Anita Anand', 'id': 480418245, 'id_str': '480418245', 'indices': [29, 43]}, {'screen_name': 'moderna_tx', 'name': 'Moderna', 'id': 2227355222, 'id_str': '2227355222', 'indices': [154, 165]}, {'screen_name': 'pfizer', 'name': 'Pfizer Inc.', 'id': 56488059, 'id_str': '56488059', 'indices': [205, 212]}]","Calgary, Alberta"
2259,Fri Jun 18 21:27:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.0,0.6,,en,,,PuneUpdater,88,0,,,,
2260,Fri Jun 18 21:27:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.3375,0.725,,en,,,PuneUpdater,88,0,,,,
2261,Fri Jun 18 21:27:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.3375,0.725,,en,,,PuneUpdater,88,0,,,,
2262,Fri Jun 18 21:27:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3375,0.725,,en,1.0,1.0,gparkinau,251,280,,,,
2263,Fri Jun 18 21:27:15 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3375,0.725,,en,293.0,188.0,aquileaaquilea,5090,693,,,,la Argentina 
2264,Fri Jun 18 21:27:20 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3333333333333333,0.7314814814814815,,en,294.0,189.0,childishdumbemo,477,357,,,,"Islamabad, Pakistan"
2265,Fri Jun 18 21:27:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,,en,,,medanthro,2094,2596,,,,"Louisiana, USA"
2266,Fri Jun 18 21:27:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,"I know it, antivaccine groups redoubling efforts to scare pregnant women (and parents about their adolescent kids). The prediction is that many pregnant women (and adolescents) could contract the delta variant as it accelerates (currently &gt;13% of virus isolates)",en,157.0,41.0,itsjamesdhull,48,240,,[],[],
2267,Fri Jun 18 21:27:32 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.2159090909090909,0.625,"Expect to see some different kind of shots at @CdnTireCtr next week!
 
Do your part and get your #Covid19 vaccine.

DETAILS: https://t.co/D4FhHgt4sJ https://t.co/6wHIiaI8fp",en,91.0,13.0,SENSible_Views,193,313,,"[{'text': 'Covid19', 'indices': [97, 105]}]","[{'screen_name': 'CdnTireCtr', 'name': 'Canadian Tire Centre', 'id': 169723781, 'id_str': '169723781', 'indices': [46, 57]}]","Ottawa, Ontario"
2268,Fri Jun 18 21:27:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.09375,0.28125,,en,294.0,190.0,Icky_84,4464,4848,,,,"England, United Kingdom"
2269,Fri Jun 18 21:27:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,"There are now 16 #COVID19 vaccines being rolled out worldwide.

But as the virus continues to evolve, here is why we can’t pull the plug on research into new vaccines and therapeutics✏️@gavi⤵️
https://t.co/3GcbMXjXC5",en,21.0,3.0,JayChance12,416,3744,,"[{'text': 'COVID19', 'indices': [17, 25]}]","[{'screen_name': 'gavi', 'name': 'Gavi, the Vaccine Alliance', 'id': 97219875, 'id_str': '97219875', 'indices': [185, 190]}]",ElysiumTimeIn fr all on Earth
2270,Fri Jun 18 21:27:41 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,,en,296.0,191.0,porcupine_drawz,9,453,,,,
2271,Fri Jun 18 21:27:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,"SA #COVID19 Vaccinations Stats: 18 June 2021

Surpassed 2M mark for vaccines administered
Another all-time high! Nearing 100k daily doses

Administered Today: 95 247
Total Administered: 2 069 346
Remaining: 1 641 134 https://t.co/xvAllreVJn",en,13.0,7.0,XOlivier4,124,721,,"[{'text': 'COVID19', 'indices': [3, 11]}]",[],"Western Cape, South Africa "
2272,Fri Jun 18 21:27:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.125,0.325,,en,298.0,192.0,ffshammad,652,393,,,,lhr
2273,Fri Jun 18 21:27:57 +0000 2021,"<a href=""https://parc.pro"" rel=""nofollow"">COVID19-Updates</a>",-0.125,0.725,,en,,,COVIDLive,1002,2,,,,
2274,Fri Jun 18 21:27:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.24318181818181814,0.5022727272727273,"""Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines."" https://t.co/JAo5SL5jS5 #axiospm #COVID19",en,15.0,12.0,Sticker_Speak,179,707,,"[{'text': 'axiospm', 'indices': [150, 158]}, {'text': 'COVID19', 'indices': [159, 167]}]",[],"SW Florida, USA"
2275,Fri Jun 18 21:28:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,,en,,,JenniferBrett15,574,2495,,,,
2276,Fri Jun 18 21:28:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.275,0.525,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,444.0,225.0,WittyWearer,271,625,,[],[],Cambridge UK
2277,Fri Jun 18 21:28:05 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",-0.125,0.725,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",en,846.0,278.0,quiller_gayle,449,520,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",[],
2278,Fri Jun 18 21:28:12 +0000 2021,"<a href=""https://revive.social/"" rel=""nofollow"">Revive Social App</a>",0.425,0.525,,en,,,marylui27,2245,4602,,,,United States
2279,Fri Jun 18 21:28:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3375,0.725,My colleagues in #Uganda are bracing for the worst as the country faces a drastic uptick in #COVID19 cases. Barely 2% of Ugandans are vaccinated and vaccines are in short supply. Hospitals are overwhelmed. This is why #VaccineEquity is critical. https://t.co/HwtiFgzvgv,en,2.0,6.0,SadiyaK5,39,130,,"[{'text': 'Uganda', 'indices': [17, 24]}, {'text': 'COVID19', 'indices': [92, 100]}, {'text': 'VaccineEquity', 'indices': [218, 232]}]",[],GTA
2280,Fri Jun 18 21:28:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.5,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,445.0,226.0,neymarbipin,1700,1682,,[],[],"Tirunelveli, Tamil Nadu"
2281,Fri Jun 18 21:28:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.09375,0.28125,,en,300.0,193.0,Lollercake,652,889,,,,"Edinburgh, Scotland"
2282,Fri Jun 18 21:28:38 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,,en,303.0,194.0,noambongsky,863,2814,,,,my bag
2283,Fri Jun 18 21:28:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,"The timely delivery of #COVID19 vaccines is crucial. 

I welcome today’s decision by the Belgian Court of First Instance ordering #AstraZeneca to urgently deliver 50 million doses to 🇪🇺, as follows: 15 million doses by 26 July, 20 million by 23 August, 15 million by 27 September.",en,250.0,103.0,angeles66831532,241,1640,,"[{'text': 'COVID19', 'indices': [23, 31]}, {'text': 'AstraZeneca', 'indices': [130, 142]}]",[],Pontevedra
2284,Fri Jun 18 21:28:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.13333333333333333,0.21666666666666667,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",en,50.0,38.0,NTSXEE,46,39,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",[],
2285,Fri Jun 18 21:28:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.14533333333333331,0.4813333333333333,DIRTY DEEDS  New Mask Study’s Dirty Secret; Rock Stars Rebel!; Rise in Chronic Illness; Covid Vaccine Injury Puts Ahmed’s Life on Hold; Dr. Roger Hodkinson’s Biggest Concerns about Covid Vaccines   #Masks #Covid19 #Myocarditis #DrHodkinson #DelBigtree https://t.co/w2SmI2Zc9c,en,482.0,288.0,HelloAgainWorl1,84,227,,"[{'text': 'Masks', 'indices': [198, 204]}, {'text': 'Covid19', 'indices': [205, 213]}, {'text': 'Myocarditis', 'indices': [214, 226]}, {'text': 'DrHodkinson', 'indices': [227, 239]}, {'text': 'DelBigtree', 'indices': [240, 251]}]",[],"Police State, Ontario, 🇨🇦"
